"","case","year","systemic_crisis","exch_usd","domestic_debt_in_default","sovereign_external_debt_default","gdp_weighted_default","inflation_annual_cpi","independence","currency_crises","inflation_crises","period","banking_crises","region","total_crises"
"824",63,1941,5,44.937,0,0,0,24.58203197,0,10,8,1960,5,"Tunisia",28
"825",63,1942,5,129.831,0,0,0,24.99631323,0,10,8,1960,5,"Tunisia",28
"826",63,1943,5,50,0,0,0,72.10948561,0,10,8,1960,5,"Tunisia",28
"827",63,1944,5,55.355,0,0,0,37.61310666,0,10,8,1960,5,"Tunisia",28
"828",63,1945,5,55.191,0,0,0,13.77833126,0,10,8,1960,5,"Tunisia",28
"829",63,1946,5,119.3,0,0,0,49.61253886,0,10,8,1960,5,"Tunisia",28
"830",63,1947,5,119.3,0,0,0,67.09975712,0,10,8,1960,5,"Tunisia",28
"831",63,1948,5,119.3,0,0,0,69.14172635,0,10,8,1960,5,"Tunisia",28
"832",63,1949,5,214.34,0,0,0,4.156960191,0,10,8,1960,5,"Tunisia",28
"833",63,1950,5,349.5,0,0,0,3.502982107,0,10,8,1960,5,"Tunisia",28
"834",63,1951,5,349.5,0,0,0,15.03591871,0,10,8,1960,5,"Tunisia",28
"835",63,1952,5,349.5,0,0,0,7.006177993,0,10,8,1960,5,"Tunisia",28
"836",63,1953,5,349.5,0,0,0,-0.595293824,0,10,8,1960,5,"Tunisia",28
"837",63,1954,5,349.5,0,0,0,4.192011553,0,10,8,1960,5,"Tunisia",28
"838",63,1955,5,349.5,0,0,0,0,0,10,8,1960,5,"Tunisia",28
"839",63,1956,5,349.5,0,1,0.06,4.807532957,1,10,8,1960,5,"Tunisia",28
"840",63,1957,5,350,0,0,0,5.504844321,1,10,8,1960,5,"Tunisia",28
"841",63,1958,5,0.4197,0,1,0.06,5.216941093,1,10,8,1960,5,"Tunisia",28
"842",63,1959,5,0.42,0,0,0,-8.264216667,1,10,8,1960,5,"Tunisia",28
"843",63,1960,5,0.42,0,0,0,1.801884462,1,10,8,1960,5,"Tunisia",28
"844",63,1961,5,0.42,0,0,0,-1.769991264,1,10,8,1980,5,"Tunisia",28
"845",63,1962,5,0.42,0,0,0,5.78395737,1,10,8,1980,5,"Tunisia",28
"846",63,1963,5,0.42,0,1,0.06,0.970776621,1,10,8,1980,5,"Tunisia",28
"847",63,1964,5,0.42,0,0,0,5.939573494,1,10,8,1980,5,"Tunisia",28
"848",63,1965,5,0.52,0,0,0,5.549985502,1,10,8,1980,5,"Tunisia",28
"849",63,1966,5,0.52,0,0,0,4.536102074,1,10,8,1980,5,"Tunisia",28
"850",63,1967,5,0.52,0,0,0,2.843700217,1,10,8,1980,5,"Tunisia",28
"851",63,1968,5,0.52,0,0,0,2.498763969,1,10,8,1980,5,"Tunisia",28
"852",63,1969,5,0.52,0,0,0,2.804694188,1,10,8,1980,5,"Tunisia",28
"853",63,1970,5,0.52,0,0,0,1.562639485,1,10,8,1980,5,"Tunisia",28
"854",63,1971,5,0.48,0,0,0,4.253194018,1,10,8,1980,5,"Tunisia",28
"855",63,1972,5,0.475,0,0,0,2.715966924,1,10,8,1980,5,"Tunisia",28
"856",63,1973,5,0.3865,0,0,0,5.784875818,1,10,8,1980,5,"Tunisia",28
"857",63,1974,5,0.425,0,0,0,4.685641394,1,10,8,1980,5,"Tunisia",28
"858",63,1975,5,0.4712,0,0,0,10.05684308,1,10,8,1980,5,"Tunisia",28
"859",63,1976,5,0.5587,0,0,0,3.293128476,1,10,8,1980,5,"Tunisia",28
"860",63,1977,5,0.4275,0,0,0,8.19487405,1,10,8,1980,5,"Tunisia",28
"861",63,1978,5,0.46,0,0,0,4.63026082,1,10,8,1980,5,"Tunisia",28
"862",63,1979,5,0.405,0,1,0.06,8.557119849,1,10,8,1980,5,"Tunisia",28
"863",63,1980,5,0.418699999,0,1,0.06,10.011,1,10,8,1980,5,"Tunisia",28
"864",63,1981,5,0.515649999,0,1,0.06,8.903,1,10,8,2000,5,"Tunisia",28
"865",63,1982,5,0.615749999,0,1,0.06,13.673,1,10,8,2000,5,"Tunisia",28
"866",63,1983,5,0.7271,0,0,0,8.972,1,10,8,2000,5,"Tunisia",28
"867",63,1984,5,0.8666,0,0,0,8.596,1,10,8,2000,5,"Tunisia",28
"868",63,1985,5,0.75695,0,0,0,7.551,1,10,8,2000,5,"Tunisia",28
"869",63,1986,5,0.8402,0,0,0,6.159,1,10,8,2000,5,"Tunisia",28
"870",63,1987,5,0.77785,0,0,0,8.224,1,10,8,2000,5,"Tunisia",28
"871",63,1988,5,0.89845,0,0,0,7.156,1,10,8,2000,5,"Tunisia",28
"872",63,1989,5,0.9046,0,0,0,7.722,1,10,8,2000,5,"Tunisia",28
"873",63,1990,5,0.83675,0,0,0,6.502,1,10,8,2000,5,"Tunisia",28
"874",63,1991,5,0.8645,0,0,0,7.693,1,10,8,2000,5,"Tunisia",28
"875",63,1992,5,0.95065,0,0,0,5.518,1,10,8,2000,5,"Tunisia",28
"876",63,1993,5,1.0466,0,0,0,4.04,1,10,8,2000,5,"Tunisia",28
"877",63,1994,5,0.9912,0,0,0,5.423,1,10,8,2000,5,"Tunisia",28
"878",63,1995,5,0.9508,0,0,0,6.232,1,10,8,2000,5,"Tunisia",28
"879",63,1996,5,0.9985,0,0,0,3.733,1,10,8,2000,5,"Tunisia",28
"880",63,1997,5,1.1475,0,0,0,3.599,1,10,8,2000,5,"Tunisia",28
"881",63,1998,5,1.101,0,0,0,3.102,1,10,8,2000,5,"Tunisia",28
"882",63,1999,5,1.2525,0,0,0,2.768,1,10,8,2000,5,"Tunisia",28
"883",63,2000,5,1.3853,0,0,0,2.77,1,10,8,2000,5,"Tunisia",28
"884",63,2001,5,1.4683,0,0,0,1.987,1,10,8,2014,5,"Tunisia",28
"885",63,2002,5,1.3341,0,0,0,2.706,1,10,8,2014,5,"Tunisia",28
"886",63,2003,5,1.2083,0,0,0,2.724,1,10,8,2014,5,"Tunisia",28
"887",63,2004,5,1.1994,0,0,0,3.621,1,10,8,2014,5,"Tunisia",28
"888",63,2005,5,1.3634,0,0,0,1.444,1,10,8,2014,5,"Tunisia",28
"889",63,2006,5,1.2971,0,0,0,4.143,1,10,8,2014,5,"Tunisia",28
"890",63,2007,5,1.2207,0,0,0,3.438,1,10,8,2014,5,"Tunisia",28
"891",63,2008,5,1.3099,0,0,0,4.913,1,10,8,2014,5,"Tunisia",28
"892",63,2009,5,1.3173,0,0,0,3.53,1,10,8,2014,5,"Tunisia",28
"893",63,2010,5,1.4379,0,0,0,4.409,1,10,8,2014,5,"Tunisia",28
"894",63,2011,5,1.4993,0,0,0,3.541,1,10,8,2014,5,"Tunisia",28
"895",63,2012,5,1.5506,0,0,0,5.139,1,10,8,2014,5,"Tunisia",28
"896",63,2013,5,1.653095696,0,0,0,5.805,1,10,8,2014,5,"Tunisia",28
"897",63,2014,5,1.862411798,0,0,0,4.924,1,10,8,2014,5,"Tunisia",28
"898",69,1943,4,0.0004976,0,0,0,2.857142857,0,19,20,1960,4,"Zambia",47
"899",69,1944,4,0.0004976,0,0,0,2.777777778,0,19,20,1960,4,"Zambia",47
"900",69,1945,4,0.0004968,0,0,0,2.702702703,0,19,20,1960,4,"Zambia",47
"901",69,1946,4,0.0004968,0,0,0,7.894736842,0,19,20,1960,4,"Zambia",47
"902",69,1947,4,0.0004958,0,0,0,2.43902439,0,19,20,1960,4,"Zambia",47
"903",69,1948,4,0.000496,0,0,0,4.761904762,0,19,20,1960,4,"Zambia",47
"904",69,1949,4,0.0007142,0,0,0,2.272727273,0,19,20,1960,4,"Zambia",47
"905",69,1950,4,0.000714,0,0,0,4.444444444,0,19,20,1960,4,"Zambia",47
"906",69,1951,4,0.000719,0,0,0,6.382978723,0,19,20,1960,4,"Zambia",47
"907",69,1952,4,0.0007118,0,0,0,4,0,19,20,1960,4,"Zambia",47
"908",69,1953,4,0.0007116,0,0,0,3.846153846,0,19,20,1960,4,"Zambia",47
"909",69,1954,4,0.000718,0,0,0,3.703703704,0,19,20,1960,4,"Zambia",47
"910",69,1955,4,0.0007136,0,0,0,3.571428571,0,19,20,1960,4,"Zambia",47
"911",69,1956,4,0.000718,0,0,0,3.103448276,0,19,20,1960,4,"Zambia",47
"912",69,1957,4,0.000712,0,0,0,3.177257525,0,19,20,1960,4,"Zambia",47
"913",69,1958,4,0.0007138,0,0,0,1.13452188,0,19,20,1960,4,"Zambia",47
"914",69,1959,4,0.0007144,0,0,0,2.083333333,0,19,20,1960,4,"Zambia",47
"915",69,1960,4,0.0007134,0,0,0,3.453689168,0,19,20,1960,4,"Zambia",47
"916",69,1961,4,0.0007122,0,0,0,0.151745068,0,19,20,1980,4,"Zambia",47
"917",69,1962,4,0.0007136,0,0,0,1.363636364,0,19,20,1980,4,"Zambia",47
"918",69,1963,4,0.000715,0,0,0,-0.448430493,0,19,20,1980,4,"Zambia",47
"919",69,1964,4,0.0007168,0,0,0,3.003003003,1,19,20,1980,4,"Zambia",47
"920",69,1965,4,0.0007136,0,0,0,8.163265306,1,19,20,1980,4,"Zambia",47
"921",69,1966,4,0.0007168,0,0,0,10.2425876,1,19,20,1980,4,"Zambia",47
"922",69,1967,4,0.0007104,0,0,0,5.012224939,1,19,20,1980,4,"Zambia",47
"923",69,1968,4,0.0007168,0,0,0,10.71012806,1,19,20,1980,4,"Zambia",47
"924",69,1969,4,0.0007126,0,0,0,2.523659306,1,19,20,1980,4,"Zambia",47
"925",69,1970,4,0.0007141,0,0,0,2.564102564,1,19,20,1980,4,"Zambia",47
"926",69,1971,4,0.0007143,0,0,0,6.52173913,1,19,20,1980,4,"Zambia",47
"927",69,1972,4,0.0007143,0,0,0,4.761904762,1,19,20,1980,4,"Zambia",47
"928",69,1973,4,0.0006429,0,0,0,6.493506494,1,19,20,1980,4,"Zambia",47
"929",69,1974,4,0.0006429,0,0,0,7.926829268,1,19,20,1980,4,"Zambia",47
"930",69,1975,4,0.0006429,0,0,0,10.16949153,1,19,20,1980,4,"Zambia",47
"931",69,1976,4,0.0007934,0,0,0,18.97435897,1,19,20,1980,4,"Zambia",47
"932",69,1977,4,0.0007589,0,0,0,19.82758621,1,19,20,1980,4,"Zambia",47
"933",69,1978,4,0.0007862,0,0,0,16.18705036,1,19,20,1980,4,"Zambia",47
"934",69,1979,4,0.0007775,0,0,0,9.59752322,1,19,20,1980,4,"Zambia",47
"935",69,1980,4,0.0008031,0,0,0,11.729,1,19,20,1980,4,"Zambia",47
"936",69,1981,4,0.00088,0,0,0,13.997,1,19,20,2000,4,"Zambia",47
"937",69,1982,4,0.0009285,0,0,0,12.495,1,19,20,2000,4,"Zambia",47
"938",69,1983,4,0.001236,0,1,0,19.692,1,19,20,2000,4,"Zambia",47
"939",69,1984,4,0.002105,0,1,0,20.019,1,19,20,2000,4,"Zambia",47
"940",69,1985,4,0.00563,0,1,0,37.43,1,19,20,2000,4,"Zambia",47
"941",69,1986,4,0.01448,0,1,0,54.8,1,19,20,2000,4,"Zambia",47
"942",69,1987,4,0.0077,0,1,0,47.028,1,19,20,2000,4,"Zambia",47
"943",69,1988,4,0.0095,0,1,0,54.042,1,19,20,2000,4,"Zambia",47
"944",69,1989,4,0.01841,0,1,0,128.294,1,19,20,2000,4,"Zambia",47
"945",69,1990,4,0.0459,0,1,0,109.558,1,19,20,2000,4,"Zambia",47
"946",69,1991,4,0.08733,0,1,0,97.701,1,19,20,2000,4,"Zambia",47
"947",69,1992,4,0.31496,0,1,0,165.725,1,19,20,2000,4,"Zambia",47
"948",69,1993,4,0.561,0,1,0,183.263,1,19,20,2000,4,"Zambia",47
"949",69,1994,4,0.699,0,1,0,54.614,1,19,20,2000,4,"Zambia",47
"950",69,1995,4,0.978,0,0,0,34.905,1,19,20,2000,4,"Zambia",47
"951",69,1996,4,1.287,0,0,0,43.095,1,19,20,2000,4,"Zambia",47
"952",69,1997,4,1.44,0,0,0,24.41,1,19,20,2000,4,"Zambia",47
"953",69,1998,4,2.425,0,0,0,24.456,1,19,20,2000,4,"Zambia",47
"954",69,1999,4,2.76,0,0,0,26.79,1,19,20,2000,4,"Zambia",47
"955",69,2000,4,4.45,0,0,0,26.1,1,19,20,2000,4,"Zambia",47
"956",69,2001,4,3.735,0,0,0,21.357,1,19,20,2014,4,"Zambia",47
"957",69,2002,4,4.5,0,0,0,22.239,1,19,20,2014,4,"Zambia",47
"958",69,2003,4,4.4,0,0,0,21.4,1,19,20,2014,4,"Zambia",47
"959",69,2004,4,4.6,0,0,0,17.969,1,19,20,2014,4,"Zambia",47
"960",69,2005,4,3.34,0,0,0,18.325,1,19,20,2014,4,"Zambia",47
"961",69,2006,4,4.41722,0,0,0,9.017,1,19,20,2014,4,"Zambia",47
"962",69,2007,4,3.83,0,0,0,10.655,1,19,20,2014,4,"Zambia",47
"963",69,2008,4,4.83226,0,0,0,12.449,1,19,20,2014,4,"Zambia",47
"964",69,2009,4,4.631,0,0,0,13.392,1,19,20,2014,4,"Zambia",47
"965",69,2010,4,4.7899,0,0,0,8.5,1,19,20,2014,4,"Zambia",47
"966",69,2011,4,5.11398,0,0,0,8.658,1,19,20,2014,4,"Zambia",47
"967",69,2012,4,5.1466133,0,0,0,6.575,1,19,20,2014,4,"Zambia",47
"968",69,2013,4,5.52,0,0,0,6.978,1,19,20,2014,4,"Zambia",47
"969",69,2014,4,6.3856,0,0,0,7.811,1,19,20,2014,4,"Zambia",47
"970",70,1921,15,4.81e-27,0,0,0,-17.24137931,0,21,19,1940,15,"Zimbabwe",70
"971",70,1922,15,4.34e-27,0,0,0,-13.88888889,0,21,19,1940,15,"Zimbabwe",70
"972",70,1923,15,4.59e-27,0,0,0,-4.032258065,0,21,19,1940,15,"Zimbabwe",70
"973",70,1927,15,4.1e-27,0,0,0,0.847457627,0,21,19,1940,15,"Zimbabwe",70
"974",70,1928,15,4.12e-27,0,0,0,0.840336134,0,21,19,1940,15,"Zimbabwe",70
"975",70,1929,15,4.1e-27,0,0,0,0,0,21,19,1940,15,"Zimbabwe",70
"976",70,1930,15,4.12e-27,0,0,0,-5,0,21,19,1940,15,"Zimbabwe",70
"977",70,1931,15,5.93e-27,0,0,0,-7.01754386,0,21,19,1940,15,"Zimbabwe",70
"978",70,1932,15,6.1e-27,0,0,0,-3.773584906,0,21,19,1940,15,"Zimbabwe",70
"979",70,1933,15,3.91e-27,0,0,0,-2.941176471,0,21,19,1940,15,"Zimbabwe",70
"980",70,1934,15,4.04e-27,0,0,0,-1.01010101,0,21,19,1940,15,"Zimbabwe",70
"981",70,1935,15,4.06e-27,0,0,0,0,0,21,19,1940,15,"Zimbabwe",70
"982",70,1936,15,4.08e-27,0,0,0,-1.020408163,0,21,19,1940,15,"Zimbabwe",70
"983",70,1937,15,4e-27,0,0,0,6.18556701,0,21,19,1940,15,"Zimbabwe",70
"984",70,1938,15,4.28e-27,0,0,0,-2.912621359,0,21,19,1940,15,"Zimbabwe",70
"985",70,1939,15,5.09e-27,0,0,0,0.906344411,0,21,19,1940,15,"Zimbabwe",70
"986",70,1940,15,4.96e-27,0,0,0,2.994011976,0,21,19,1940,15,"Zimbabwe",70
"987",70,1941,15,4.96e-27,0,0,0,3.779069767,0,21,19,1960,15,"Zimbabwe",70
"988",70,1942,15,4.96e-27,0,0,0,5.602240896,0,21,19,1960,15,"Zimbabwe",70
"989",70,1943,15,4.96e-27,0,0,0,6.100795756,0,21,19,1960,15,"Zimbabwe",70
"990",70,1944,15,4.96e-27,0,0,0,3,0,21,19,1960,15,"Zimbabwe",70
"991",70,1945,15,4.96e-27,0,0,0,2.669902913,0,21,19,1960,15,"Zimbabwe",70
"992",70,1946,15,4.96e-27,0,0,0,5.200945626,0,21,19,1960,15,"Zimbabwe",70
"993",70,1947,15,4.96e-27,0,0,0,2.921348315,0,21,19,1960,15,"Zimbabwe",70
"994",70,1948,15,4.96e-27,0,0,0,9.388646288,0,21,19,1960,15,"Zimbabwe",70
"995",70,1949,15,7.14e-27,0,0,0,3.79241517,0,21,19,1960,15,"Zimbabwe",70
"996",70,1950,15,7.14e-27,0,0,0,7.692307692,0,21,19,1960,15,"Zimbabwe",70
"997",70,1951,15,7.14e-27,0,0,0,6.964285714,0,21,19,1960,15,"Zimbabwe",70
"998",70,1952,15,7.14e-27,0,0,0,8.180300501,0,21,19,1960,15,"Zimbabwe",70
"999",70,1953,15,7.14e-27,0,0,0,2.777777778,0,21,19,1960,15,"Zimbabwe",70
"1000",70,1954,15,7.14e-27,0,0,0,0,0,21,19,1960,15,"Zimbabwe",70
"1001",70,1955,15,7.14e-27,0,0,0,1.651651652,0,21,19,1960,15,"Zimbabwe",70
"1002",70,1956,15,7.18e-27,0,0,0,4.431314623,0,21,19,1960,15,"Zimbabwe",70
"1003",70,1957,15,7.1e-27,0,0,0,2.97029703,0,21,19,1960,15,"Zimbabwe",70
"1004",70,1958,15,7.1e-27,0,0,0,3.571428571,0,21,19,1960,15,"Zimbabwe",70
"1005",70,1959,15,7.12e-27,0,0,0,2.652519894,0,21,19,1960,15,"Zimbabwe",70
"1006",70,1960,15,7.15e-27,0,0,0,2.454780362,0,21,19,1960,15,"Zimbabwe",70
"1007",70,1961,15,7.11e-27,0,0,0,2.90037831,0,21,19,1980,15,"Zimbabwe",70
"1008",70,1962,15,7.14e-27,0,0,0,2.083333333,0,21,19,1980,15,"Zimbabwe",70
"1009",70,1963,15,7.14e-27,0,0,0,1.080432173,0,21,19,1980,15,"Zimbabwe",70
"1010",70,1964,15,7.14e-27,0,0,0,2.500022554,0,21,19,1980,15,"Zimbabwe",70
"1011",70,1965,15,7.14e-27,1,1,0,2.500003432,1,21,19,1980,15,"Zimbabwe",70
"1012",70,1966,15,7.14e-27,1,1,0,3.121953195,1,21,19,1980,15,"Zimbabwe",70
"1013",70,1967,15,7.14e-27,1,1,0,2.365179967,1,21,19,1980,15,"Zimbabwe",70
"1014",70,1968,15,7.14e-27,1,1,0,1.38631904,1,21,19,1980,15,"Zimbabwe",70
"1015",70,1969,15,7.14e-27,1,1,0,0.364644862,1,21,19,1980,15,"Zimbabwe",70
"1016",70,1970,15,7.16e-27,1,1,0,2.088991186,1,21,19,1980,15,"Zimbabwe",70
"1017",70,1971,15,6.71e-27,1,1,0,3.024884047,1,21,19,1980,15,"Zimbabwe",70
"1018",70,1972,15,6.52e-27,1,1,0,2.84975748,1,21,19,1980,15,"Zimbabwe",70
"1019",70,1973,15,6.06e-27,1,1,0,3.106641376,1,21,19,1980,15,"Zimbabwe",70
"1020",70,1974,15,5.49e-27,1,1,0,6.596092646,1,21,19,1980,15,"Zimbabwe",70
"1021",70,1975,15,6.25e-27,1,1,0,10.00764002,1,21,19,1980,15,"Zimbabwe",70
"1022",70,1976,15,6.19e-27,1,1,0,11.0416805,1,21,19,1980,15,"Zimbabwe",70
"1023",70,1977,15,6.47e-27,1,1,0,10.25640067,1,21,19,1980,15,"Zimbabwe",70
"1024",70,1978,15,6.75e-27,1,1,0,8.229915112,1,21,19,1980,15,"Zimbabwe",70
"1025",70,1979,15,6.74e-27,1,1,0,12.55279758,1,21,19,1980,15,"Zimbabwe",70
"1026",70,1980,15,6.31e-27,1,1,0,7.2,1,21,19,1980,15,"Zimbabwe",70
"1027",70,1981,15,7.23e-27,0,0,0,13.2,1,21,19,2000,15,"Zimbabwe",70
"1028",70,1982,15,7.39e-27,0,0,0,10.4,1,21,19,2000,15,"Zimbabwe",70
"1029",70,1983,15,1.11e-26,0,0,0,23.2,1,21,19,2000,15,"Zimbabwe",70
"1030",70,1984,15,1.45e-26,0,0,0,20.3,1,21,19,2000,15,"Zimbabwe",70
"1031",70,1985,15,1.63e-26,0,0,0,8.3,1,21,19,2000,15,"Zimbabwe",70
"1032",70,1986,15,1.68e-26,0,0,0,14.5,1,21,19,2000,15,"Zimbabwe",70
"1033",70,1987,15,1.6e-26,0,0,0,12.5,1,21,19,2000,15,"Zimbabwe",70
"1034",70,1988,15,1.93e-26,0,0,0,7.4,1,21,19,2000,15,"Zimbabwe",70
"1035",70,1989,15,2.22e-26,0,0,0,12.8,1,21,19,2000,15,"Zimbabwe",70
"1036",70,1990,15,2.61e-26,0,0,0,17.4,1,21,19,2000,15,"Zimbabwe",70
"1037",70,1991,15,5.04e-26,0,0,0,24,1,21,19,2000,15,"Zimbabwe",70
"1038",70,1992,15,5.37e-26,0,0,0,41.6,1,21,19,2000,15,"Zimbabwe",70
"1039",70,1993,15,6.81e-26,0,0,0,28.2,1,21,19,2000,15,"Zimbabwe",70
"1040",70,1994,15,8.38e-26,0,0,0,21.11354311,1,21,19,2000,15,"Zimbabwe",70
"1041",70,1995,15,9.31e-26,0,0,0,25.80873955,1,21,19,2000,15,"Zimbabwe",70
"1042",70,1996,15,1.08e-25,0,0,0,16.40028408,1,21,19,2000,15,"Zimbabwe",70
"1043",70,1997,15,1.83e-25,0,0,0,20.0650384,1,21,19,2000,15,"Zimbabwe",70
"1044",70,1998,15,3.71e-25,0,0,0,46.61127497,1,21,19,2000,15,"Zimbabwe",70
"1045",70,1999,15,3.72e-25,0,0,0,56.92320336,1,21,19,2000,15,"Zimbabwe",70
"1046",70,2000,15,5.5e-25,1,1,0,55.20369616,1,21,19,2000,15,"Zimbabwe",70
"1047",70,2001,15,5.51e-25,1,1,0,112.1184112,1,21,19,2014,15,"Zimbabwe",70
"1048",70,2002,15,5.5e-25,1,1,0,198.928606,1,21,19,2014,15,"Zimbabwe",70
"1049",70,2003,15,7.95e-24,1,1,0,598.7447505,1,21,19,2014,15,"Zimbabwe",70
"1050",70,2004,15,5.6e-23,1,1,0,132.7467739,1,21,19,2014,15,"Zimbabwe",70
"1051",70,2005,15,8.46e-22,1,1,0,585.8443656,1,21,19,2014,15,"Zimbabwe",70
"1052",70,2006,15,3e-19,1,1,0,1281.113605,1,21,19,2014,15,"Zimbabwe",70
"1053",70,2007,15,1.9e-16,1,1,0,66279.89237,1,21,19,2014,15,"Zimbabwe",70
"1054",70,2008,15,0.002,1,1,0,21989695.22,1,21,19,2014,15,"Zimbabwe",70
"1055",70,2009,15,354.8,1,1,0,-7.67,1,21,19,2014,15,"Zimbabwe",70
"1056",70,2010,15,378.2,1,1,0,3.217,1,21,19,2014,15,"Zimbabwe",70
"1057",70,2011,15,361.9,1,1,0,4.92,1,21,19,2014,15,"Zimbabwe",70
"1058",70,2012,15,361.9,1,1,0,3.72,1,21,19,2014,15,"Zimbabwe",70
"1059",70,2013,15,361.9,1,1,0,1.632,1,21,19,2014,15,"Zimbabwe",70
